ID	Note	GO_ID	GO_description	P-value	Significant	Expression_profile	VEG	MEI	FRG	DEV1	DEV2/3	DEV4	V1.2	VK1	S1.1	S1.2	T0.1	T0.2	T3	T5.1	T5.2	T11.1	T11.2	T20.1	T20.2	T20.3	T30
PTET.51.1.G0170011				1,92E-004	YES	Late repression	4629,956459	3724,870518	2837,309792	1967,805045	1832,163633	2541,149929	5271,55213	3988,360788	3314,264521	4135,476514	2220,514441	3387,675752	2903,739182	1396,445729	2539,164361	1219,372617	2343,964639	1441,567338	2323,749939	2663,151509	2419,148349
PTET.51.1.G0170012				4,53E-005	YES	Early peak	197,3062354	463,9000913	291,5464926	258,3665063	212,73935	197,1866348	172,5304467	222,0820242	508,7302565	419,069926	288,1651695	247,9521635	338,5221447	272,8259598	243,9070527	235,3022863	247,3629824	186,9286736	181,3634578	221,1621631	173,2111065
PTET.51.1.G0170013				0,038517189	NO	none	9,386947772	26,30159911	18,12885173	24,11322221	15,54914992	12,74291624	6,484354192	12,28954135	25,3280926	27,27510563	16,95696404	11,99820069	25,43139047	17,8575386	30,36890581	22,13960694	10,58094206	9,27725574	20,19879494	14,8426038	10,64322869
PTET.51.1.G0170014				2,52E-001	NO	none	28,21105205	40,85203919	36,39890971	22,76158962	39,86390013	18,67040023	19,41553255	37,00657155	37,76343708	43,94064129	37,62623357	35,17671831	36,39377724	25,06371576	20,45946349	30,54106403	51,48257727	40,67503472	36,7569245	17,4232471	19,91755336
PTET.51.1.G0170015				1,48E-005	YES	Late induction	420,8235189	519,9024644	699,9109587	735,0617974	1072,690457	1199,200448	489,3752942	352,2717436	449,282052	590,5228768	429,0117683	662,9268374	1007,79427	598,8516134	871,2719815	1007,799739	1348,055791	833,9281851	1100,978115	1416,929254	981,4716413
PTET.51.1.G0170016				0,125527068	NO	none	130,3048256	66,82900422	88,02806136	94,41171363	155,368993	520,7046915	147,8532707	112,7563805	27,93698454	105,7210239	40,7471225	87,45509292	135,8819687	64,36676797	124,4566593	117,0419188	233,3515662	90,65817046	180,4243166	571,9589184	469,4504645
PTET.51.1.G0170017	probable phosphatidylinositol 4-phosphate 5-kinase mss4	GO:0046488	phosphatidylinositol metabolic process	0,145637341	NO	none	28,144971	28,75763948	24,28069902	27,40556614	35,38011285	49,92054541	19,93047542	36,35946658	29,05264138	28,46263758	31,53439937	23,86221834	17,44547936	36,84142642	17,96970585	31,90862376	61,21760329	25,16012507	23,23409928	52,6954562	47,14563462
PTET.51.1.G0170018				4,56E-002	NO	none	119,146698	134,3297102	157,3250516	183,4255274	199,7138654	159,9194976	123,1199507	115,1734454	105,659756	162,9996645	166,482339	179,5262689	125,9665468	150,4470488	216,4040061	209,140552	116,8293592	223,195546	249,6900044	144,112496	175,7264992
PTET.51.1.G0170019	probable lysosomal cobalamin transporter			3,30E-006	YES	Early repression	212,5493805	96,91168748	90,74741843	85,01051328	87,92411031	79,09319032	235,3236531	189,7751079	102,9684343	90,85494066	101,750176	98,10538004	72,38669924	76,50800532	93,51302123	60,5789608	90,66498913	89,51434601	110,9381453	69,37195559	88,81442506
PTET.51.1.G0170020				0,061421988	NO	none	117,9930805	160,7894597	156,0462692	113,5631901	73,88689194	97,22666544	138,632846	97,35331498	131,8117725	189,7671469	123,9831369	164,5333963	179,6222745	103,7105071	123,4158731	72,9469829	96,35135406	54,9524339	71,29679691	125,8825035	68,57082734
PTET.51.1.G0170021	eukaryotic translation initiation factor ncbp	GO:0006413	translational initiation	3,71E-001	NO	none	583,2367768	571,213482	557,6802388	529,4512035	505,8952901	392,9595369	653,041791	513,4317626	621,9642928	520,4626713	530,2989355	563,893578	578,8482028	523,3053409	535,5970661	335,9620542	852,4885781	418,6859554	416,4445727	409,8195538	376,0995201
PTET.51.1.G0170022				0,01230224	NO	none	178,1415579	174,6911139	263,9093323	259,4127756	163,9636361	148,865925	182,6577147	173,6254011	195,6631685	153,7190593	279,3099926	310,2898088	202,1281956	247,5559625	271,2695887	134,0923837	199,5449361	169,5803635	152,6368613	161,3780334	136,3538166
PTET.51.1.G0170023				0,750083179	NO	none	34,82400543	38,56521147	32,34392432	26,86684269	31,74386236	46,67015613	35,13867914	34,50933171	40,50082396	36,62959898	38,06858726	21,67272751	37,29045819	12,44184453	41,29184085	22,62374519	19,11268864	60,32807643	24,91093916	24,12959612	69,21071615
PTET.51.1.G0170024	probable phosphatidylinositol phosphate kinase ddb_g0267588	GO:0046488	phosphatidylinositol metabolic process	0,06015494	NO	none	53,994544	43,74321958	55,20313284	68,56703129	83,81725708	70,0097684	55,75466873	52,23441928	50,20531502	37,28112414	57,60469244	56,95544762	51,04925846	76,60120858	60,532854	116,767809	90,50466926	66,23674241	61,75980762	68,52416405	71,49537275
PTET.51.1.G0170025				0,009636369	NO	none	198,654903	120,1719195	109,7169987	130,6873129	139,0132163	126,5206591	240,1841935	157,1256125	151,3947865	88,94905257	97,5791473	90,27285845	141,2989905	130,2236497	131,1509761	118,6163599	184,9392105	123,3403717	129,1569229	133,5399594	119,5013588
PTET.51.1.G0170026				0,001176319	NO	none	0,627230026	5,759688835	5,311537132	2,624118602	9,347232832	9,239431032	0	1,254460053	4,195937453	7,323440216	1,359984346	6,735967335	7,838659714	2,148318494	3,09991871	8,523087637	14,52072692	4,960370088	9,384746681	9,847922275	8,63093979
PTET.51.1.G0170027	calcium/calmodulin-dependent kinase	GO:0006468	protein phosphorylation	0,00116491	YES	Late induction	33,15024429	62,2253798	46,92517224	75,06673188	83,80693994	82,60360726	25,22656511	41,07392348	64,93668205	59,51407754	51,83273671	36,5640354	52,3787446	76,6678769	73,46558687	84,16264179	50,768718	126,3219916	73,97440837	74,80380081	90,40341371
PTET.51.1.G0170028	serine/threonine-protein kinase dclk3	GO:0006468	protein phosphorylation	0,160256686	NO	none	3,484739213	9,851542413	8,622767434	3,786028695	8,655393914	12,38084679	0,873586606	6,095891819	11,07585033	8,627234497	8,322033839	4,849272781	12,69699568	1,546590397	6,025466993	10,73770937	6,414696126	10,71302151	6,756148652	14,72453763	10,03715594
PTET.51.1.G0170029				TRUE	NO	none	0	2,396454027	10,17820948	0	0,892751792	0	0	0	0	4,792908054	13,05417073	5,388080867	12,09237684	0	0	0	0	3,57100717	0	0	0
PTET.51.1.G0170030				Inf	NO	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTET.51.1.G0170031				Inf	NO	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTET.51.1.G0170032	potassium channel gork			0,258902925	NO	none	70,17667634	69,99264938	58,58269919	68,50831374	78,54250009	83,27016513	71,31701997	69,03633271	72,95854568	67,02675308	65,97589272	58,95258154	50,8196233	64,25016933	72,76645815	85,21419807	74,71259628	89,78669218	64,45651381	86,53938253	80,00094772
PTET.51.1.G0170033				6,11E-002	NO	none	145,2436337	95,73436117	75,66291332	99,16811673	109,2072262	111,1256502	141,2001209	149,2871466	130,1977508	61,27097153	80,56288221	52,25338833	94,17246943	70,44877074	127,8874627	72,12735388	102,635138	100,7461288	161,3202841	110,5842826	111,6670177
PTET.51.1.G0170034	ubiquinol-cytochrome c reductase iron-sulfur subunit	GO:0055114	oxidation-reduction process	2,52E-027	YES	Early repression	22680,04076	12050,77242	7415,362756	6669,490226	6816,480546	8118,027559	22677,29335	22682,78816	13735,97628	10365,56855	7398,789802	7293,225776	7554,072689	6794,473231	6544,50722	7120,495239	7215,335377	6677,990852	6252,100716	8730,856546	7505,198572
PTET.51.1.G0170035	serine/threonine-protein kinase ulk1	GO:0006468	protein phosphorylation	0,032784039	NO	none	136,3858969	137,8539829	203,2959449	182,5186884	72,5941557	107,0378102	127,5995079	145,1722859	143,8739303	131,8340354	197,4101496	200,8144274	211,6632577	201,3466307	163,6907461	92,54488211	103,5404094	52,72649175	41,56483956	148,0570928	66,01852766
PTET.51.1.G0170036	ubiquitin-conjugating enzyme e2 s			0,070715257	NO	none	316,7562154	561,6941614	484,2579436	352,4547204	292,8361894	236,9523215	306,1482751	327,3641558	617,0980215	506,2903013	488,6505846	426,8702406	537,2530056	339,0725521	365,8368887	261,1444888	479,4374959	225,9743222	204,7884505	221,4624807	252,4421623
PTET.51.1.G0170037				0,41804761	NO	none	51,65377745	41,60098929	48,7686489	24,1864802	28,00452008	32,99039094	6,258530912	97,04902398	52,29845203	30,90352656	71,89535819	20,26561759	54,14497093	38,78017712	9,592783273	38,46343654	7,659338658	32,61875206	33,27655306	35,16307494	30,81770694
PTET.51.1.G0170038				0,659682377	NO	none	119,2609314	108,9913576	114,6830757	100,1049202	111,2220394	138,6734447	153,8904201	84,6314426	82,49954468	135,4831705	111,303982	127,4744822	105,2707628	91,87142956	108,3384108	102,1184309	100,7371909	93,26271926	148,7698167	129,0229756	148,3239139
PTET.51.1.G0170039				6,15E-002	NO	none	51,3241487	47,61332277	16,97022344	35,63516126	53,96964787	13,57107052	54,4236897	48,22460771	46,59847582	48,62816972	20,04113726	7,192988055	23,67654501	42,66983642	28,6004861	13,65204087	21,56733432	82,94977347	97,70944281	13,10465648	14,03748456
PTET.51.1.G0170040	putative duf21 domain-containing at1g03270			6,43E-008	YES	Early repression	1239,491414	633,7753551	533,8056899	548,7578001	660,9563347	521,3150679	1094,53203	1384,450798	654,9978466	612,5528636	561,5328584	548,6482344	491,2359768	572,8929061	524,6226941	769,9173347	637,7550892	615,0085578	621,1443572	572,8030972	469,8270385
PTET.51.1.G0170041				5,92E-002	NO	none	68,00295292	130,1645692	157,9283784	121,8119801	121,9999245	120,7210656	85,6360955	50,36981033	141,2490004	119,0801381	110,8685204	191,2389266	171,6776881	78,41866802	165,2052922	57,03732943	108,4173993	168,3905916	154,1543777	129,9630552	111,479076
PTET.51.1.G0170042	cytosolic carboxypeptidase 1	GO:0006508	proteolysis	0,000170753	YES	Intermediate peak	31,83975547	72,79970167	79,98049389	75,09593074	76,27965256	110,4667856	25,61466611	38,06484484	77,08901176	68,51039159	72,16711804	69,77686626	97,99749738	66,7623185	83,42954298	100,5749248	75,46701325	71,98568752	57,09098465	129,2561222	91,6774489
PTET.51.1.G0170043	carboxypeptidase q			0,081068115	NO	none	10542,48993	5818,417602	5505,375146	7172,989697	6214,056461	5844,873503	9717,284343	11367,69552	5682,102715	5954,732489	5771,545201	6003,181535	4741,398703	9306,109579	5039,869815	11297,46305	3892,019583	4542,846913	5123,896297	6154,796507	5534,950498
PTET.51.1.G0170044				0,031852159	NO	none	227,1533011	185,4401794	206,7765655	252,5017468	323,5097081	401,8082822	257,1022772	197,2043251	191,0308572	179,8495016	145,6159395	161,4064517	313,3073053	223,5218238	281,4816698	315,2116727	315,39703	311,9131401	351,5169897	472,0450312	331,5715331
PTET.51.1.G0170045				2,32E-003	NO	none	5120,380399	3320,392044	3234,386377	3290,352542	3595,231646	4295,600507	5628,801894	4611,958904	2933,386186	3707,397902	2691,189041	3398,65118	3613,318909	3159,273692	3421,431392	3327,415032	3687,160454	3167,033394	4199,317704	4428,414562	4162,786452
PTET.51.1.G0170046				2,59E-005	YES	Early repression	318,3820941	156,7586597	170,3894555	150,7367575	156,9706495	158,4703172	330,1486339	306,6155543	170,6709331	142,8463863	153,4190022	176,3121085	181,4372559	136,2231542	165,2503608	113,1158004	162,7854607	181,5880004	170,3933366	164,2110598	152,7295747
PTET.51.1.G0170047				5,57E-010	YES	Late repression	144,4654206	190,7269596	234,5784922	174,7492122	24,48364721	34,1426971	150,4292632	138,5015779	198,8505701	182,603349	244,985222	255,7284659	203,0217887	198,9067829	150,5916414	16,5089702	27,61483534	43,81289514	9,99788814	34,3352447	33,9501495
PTET.51.1.G0170048	putative glycerol-3-phosphate transporter 3	GO:0055085	transmembrane transport	3,68E-004	NO	none	617,9089707	511,4841854	434,1924682	662,0315194	986,5927189	1044,79849	643,5366701	592,2812714	512,7799443	510,1884265	410,8757376	427,2454968	464,4561701	714,5073534	609,5556853	987,7196073	795,9197695	1017,355153	1145,376346	1078,510224	1011,086757
PTET.51.1.G0170049				0,00011054	YES	Intermediate peak	20,79223339	42,55877042	83,63123984	64,89819574	44,36872143	71,27760538	23,78160149	17,80286529	39,22560245	45,89193839	56,98222112	71,31655406	122,5949443	39,92501938	89,8713721	35,27904512	49,51108353	42,74034657	49,94441051	75,25448177	67,30072898
PTET.51.1.G0170050				0,22793684	NO	none	50,94948557	49,1750749	45,43577065	48,36522908	36,4757274	27,71320122	56,94490472	44,95406642	54,89445012	43,45569969	47,57519999	45,02040903	43,71170295	46,74139867	49,9890595	32,72444759	34,6340795	49,51796609	29,02641643	29,08550643	26,34089602
PTET.51.1.G0170051	aerobic respiration control sensor arcb	GO:0000160	phosphorelay signal transduction system	0,096357612	NO	none	32,01295436	33,26286438	33,90541326	34,25858804	47,11064448	32,90493195	23,7705913	40,25531743	34,60796414	31,91776462	33,65132822	36,45997237	31,60493917	35,43853083	33,07864525	53,27282959	43,89170497	44,10930786	47,16873549	29,87375114	35,93611277
PTET.51.1.G0170052	extracellular matrix fras1			7,65E-002	NO	none	23,24822712	14,72256676	19,3394257	16,85211749	22,06112604	24,94717427	25,59300783	20,9034464	16,10031978	13,34481373	22,77130698	18,07463065	17,17233947	15,7373199	17,96691509	23,49893843	16,73658874	25,15621762	22,85275938	23,59950743	26,29484111
PTET.51.1.G0170053				6,08E-006	YES	Early repression	5537,888132	3471,66996	2634,211012	2128,732215	2236,793099	3244,944567	6344,679382	4731,096882	3013,452881	3929,88704	2140,82611	3014,075711	2747,731216	1698,711794	2558,752635	1767,28343	2689,146817	1860,787701	2629,954451	3410,259507	3079,629627
PTET.51.1.G0170054	ras-related gtp-binding c			7,86E-002	NO	none	450,5434502	422,5508203	357,6774953	355,3877865	426,1276229	448,4417248	458,4313715	442,655529	428,0080344	417,0936062	317,8941614	335,7188848	419,4194398	329,78066	380,994913	422,6645599	357,2492304	426,4606639	498,1360372	397,5625161	499,3209335
PTET.51.1.G0170055	probable phosphatase 2c 54			3,07E-037	YES	Late repression	686,3109836	987,8404128	899,5032208	791,0541083	36,42085942	82,52902638	622,3052616	750,3167057	1026,135526	949,5453	905,4771925	878,0169485	915,0155214	847,9649769	734,1432396	40,64501453	35,59180299	33,29907323	36,14754693	40,84938961	124,2086632
PTET.51.1.G0170056		GO:0006468	protein phosphorylation	3,14E-003	YES	Early repression	199,5997093	139,7771931	125,8405775	94,8914232	115,0309402	165,9468273	216,2395005	182,9599182	120,6626185	158,8917677	78,85930148	129,4021495	169,2602816	81,27511882	108,5077276	110,7463613	102,2150761	103,6517716	143,5105519	184,0065003	147,8871544
PTET.51.1.G0170057	probable phosphatase 2c 64			4,57E-005	YES	Late peak	37,48222024	116,0415017	79,09385403	127,8676045	128,2098587	107,0369152	26,29595827	48,66848222	98,74772709	133,3352762	91,26476204	87,89511284	58,1216872	147,1711644	108,5640445	88,62411507	80,97310282	151,3548393	191,8873778	87,37419499	126,6996353
PTET.51.1.G0170058				1,00E+000	NO	none	0	0	0,939900292	0	0	0	0	0	0	0	2,819700877	0	0	0	0	0	0	0	0	0	0
PTET.51.1.G0170059				4,30E-025	YES	Early peak	1270,825998	25521,80355	15208,12089	10905,1541	2342,976633	1166,421745	1408,61917	1133,032827	29011,61327	22031,99382	18201,42243	12324,70263	15098,2376	11012,09407	10798,21414	2473,43916	3641,396364	2004,553869	1252,517139	1343,724273	989,1192168
PTET.51.1.G0170060				4,64E-001	NO	none	123,8321394	101,5314376	110,4697081	101,830474	129,1585361	140,1715352	104,3036069	143,3606719	107,4696487	95,59322646	109,8124714	113,3121529	108,2845001	91,62965217	112,0312959	104,7562601	156,660418	123,0651617	132,1523047	164,2636861	116,0793842
PTET.51.1.G0170061				3,66E-008	YES	Late induction	580,2865554	879,8507697	867,1749377	1252,83275	1274,575839	1116,54843	552,4360833	608,1370274	877,7667441	881,9347953	877,9622747	1003,505646	720,0568921	1285,968691	1219,696809	1441,333127	1439,336892	1073,321592	1144,311744	1284,107787	948,9890725
PTET.51.1.G0170062				3,09E-010	YES	Early repression	2246,675746	1137,852716	1307,473852	1038,050336	898,5640551	1391,756243	1982,322172	2511,02932	1088,868623	1186,836808	1028,361496	1212,508363	1681,551697	1097,533326	978,5673454	995,4488213	1035,742831	707,8156329	855,2489353	1480,537823	1302,974664
PTET.51.1.G0170063				0,260858372	NO	none	70,14917752	38,65689982	40,6182811	39,24076556	48,0799046	58,46677898	62,37841553	77,9199395	65,90588626	11,40791338	33,0130268	38,47356917	50,36824733	30,67617316	47,80535796	60,85124553	50,89345687	40,37303974	40,20187628	48,67615746	68,2574005
PTET.51.1.G0170064				0,178019196	NO	none	250,6154087	237,7445682	206,6275716	200,8728762	206,3559773	220,7853995	237,8756295	263,3551879	259,1176472	216,3714891	194,9144159	198,9230029	226,0452962	199,0022157	202,7435367	179,2162656	226,0548907	235,9738844	184,1788685	229,3740176	212,1967814
PTET.51.1.G0170065		GO:0015992	proton transport	0,000102071	YES	Late repression	13515,59026	9410,59274	7961,806805	5288,307433	6548,234153	7735,971331	13014,69326	14016,48725	9622,396698	9198,788782	7112,401744	7727,316176	9045,702495	4099,237847	6477,377018	4730,727955	9423,188609	5778,603802	6260,416245	8206,47564	7265,467022
PTET.51.1.G0170066				0,263882194	NO	none	1063,596748	1135,631955	1122,902178	866,1442648	957,9677303	969,7335643	1040,713834	1086,479662	1131,547353	1139,716557	1188,123218	1183,855698	996,7276169	842,5934626	889,695067	827,1905247	1089,089773	873,41961	1042,171013	1117,841456	821,6256723
PTET.51.1.G0170067				0,225930292	NO	none	5,35015463	5,776911241	7,057734483	5,102509201	13,01295419	3,582991668	6,027209441	4,67309982	9,428015215	2,125807268	9,649900333	0,796595118	10,726708	2,286540217	7,918478184	15,11909796	21,07497701	10,0310838	5,826657975	0,806271739	6,359711597
PTET.51.1.G0170068	leucine-rich repeat-containing 74b			0,054579916	NO	none	56,62963225	65,0963462	90,0150355	93,11069683	76,82398401	87,07394945	37,21559706	76,04366743	69,25703302	60,93565937	95,14861204	90,38028283	84,51621163	99,17242829	87,04896537	88,15179585	64,20626508	75,11330212	79,82457298	93,65622703	80,49167186
PTET.51.1.G0170069				0,016601596	NO	none	48,40054669	58,78813201	103,3660673	94,1112395	116,723516	148,7838365	52,75335894	44,04773443	60,80349507	56,77276895	71,62949809	82,59406543	155,8746382	70,04557798	118,176901	146,0724334	175,4729779	47,27552718	98,0731256	157,6950482	139,8726247
PTET.51.1.G0170070		GO:0007155	cell adhesion	0,442901954	NO	none	5059,989863	4813,77824	5038,592451	4549,695311	4388,044654	4742,947413	5373,726121	4746,253605	4224,086891	5403,469589	4628,160835	6207,069159	4280,547358	4379,313547	4720,077074	4423,271869	5241,437763	3496,402689	4391,066296	5197,042752	4288,852075
PTET.51.1.G0170071				0,185422603	NO	none	268,2659483	232,5721206	252,4791107	192,2923325	191,6733706	203,2471214	323,0570859	213,4748108	207,3342764	257,8099647	218,060525	285,2957371	254,0810698	147,3172487	237,2674162	197,6836766	251,5958636	147,0643575	170,3495847	233,7591967	172,7350461
PTET.51.1.G0170072				3,75E-002	NO	none	127,9367615	188,0239627	140,9803121	127,2830903	131,1575202	164,0122291	124,8680841	131,0054389	172,8144752	203,2334503	138,6439638	156,7514006	127,5455718	120,8052602	133,7609204	129,1921342	120,0566006	131,782024	143,5993219	188,2132781	139,8111801
PTET.51.1.G0170073				4,35E-005	YES	Late induction	10,884674	33,64230794	82,73398375	74,51379047	116,3687301	220,1199471	5,307867988	16,46148002	36,70707589	30,57753999	121,9490886	49,1065598	77,14630288	79,87454202	69,15303891	74,56203249	225,1910201	104,146842	61,57502569	213,7232466	226,5166476
PTET.51.1.G0170074				3,37E-001	NO	none	1413,635229	1700,990519	2395,308669	2111,587622	1587,806931	2525,472414	1890,500643	936,7698162	1337,293732	2064,687307	1692,617052	2778,057966	2715,250989	1475,289958	2747,885286	1375,88276	3339,990932	714,6856383	920,6683926	2429,132762	2621,812065
PTET.51.1.G0170075				6,76E-014	YES	Late repression	524,9184139	261,3347307	256,9281007	217,3617729	71,79902343	25,44727713	533,1374261	516,6994018	276,1770472	246,4924142	312,1811686	322,8230165	135,7801171	177,6369542	257,0865917	107,8153675	86,75112856	47,7494673	44,88013033	14,02336917	36,87118509
PTET.51.1.G0170076				1,39E-011	YES	Late induction	0	13,73710579	9,318779716	14,31340845	119,1372401	108,4381792	0	0	7,124960677	20,3492509	8,660014979	17,1571322	2,139191972	19,15188108	9,474935812	124,8272847	108,4351581	111,8155169	131,4710008	112,8760624	104,000296
PTET.51.1.G0170077	nucleoporin nup49			1,11E-105	YES	Early peak	29,12065875	5162,661675	3851,22153	3668,225075	1898,935899	1378,524511	20,99299265	37,24832485	5352,315163	4973,008188	3994,500834	4184,692085	3374,471671	3711,57871	3624,87144	2701,578533	1989,790978	1440,440692	1463,933391	1285,325493	1471,723529
PTET.51.1.G0170078				8,66E-013	YES	Late repression	159,3253931	206,3463103	171,368795	178,124609	17,34323127	23,47668886	134,7819336	183,8688527	217,2927796	195,399841	217,0226376	172,3114107	124,7723368	196,0785764	160,1706416	25,2146159	7,191883541	20,74800368	16,21842195	11,71572614	35,23765157
PTET.51.1.G0170079				1,84E-001	NO	none	210,3390612	173,5040815	163,5083623	195,9863787	207,9800717	188,6372655	234,0908249	186,5872974	152,5577993	194,4503636	126,273561	135,6109675	228,6405583	147,1816113	244,791146	136,3755783	283,8084686	206,5843174	205,1519226	176,1822938	201,0922373
PTET.51.1.G0170080	putative steroid dehydrogenase 3	GO:0008152	metabolic process	1,40E-007	YES	Early repression	1444,678239	632,642091	583,813549	712,7187641	809,6102583	642,3528923	1424,26282	1465,093658	592,0287821	673,2553999	572,6578008	596,8017588	581,9810875	726,5347469	698,9027813	985,5274403	895,0484318	651,2786125	706,5865488	705,7731471	578,9326375
PTET.51.1.G0170081				0,271517343	NO	none	20,91996393	28,30287017	61,94100486	15,70670717	40,84759323	26,29506232	12,57964713	29,26028073	28,99858996	27,60715039	32,89651023	31,0353458	121,8911585	18,55908476	12,85432959	73,63000709	44,47522647	12,85562581	32,42951353	7,853086737	44,73703791
PTET.51.1.G0170082				0,011028604	NO	none	0,857508325	8,047294755	2,092122958	13,12566516	9,51191302	6,378746669	1,715016651	0	11,86036399	4,23422552	1,922086488	0,79333706	3,560945327	14,42219266	11,82913766	0	11,19401642	15,24798154	11,60565413	6,423792832	6,333700506
PTET.51.1.G0170083	probable serine/threonine-protein kinase irea	GO:0006468	protein phosphorylation	3,24E-001	NO	none	47,89839433	52,03957347	49,0085329	44,72709327	61,54459469	67,8391402	45,2544051	50,54238356	53,09163686	50,98751009	45,5861705	56,32217465	45,11725355	48,16619001	41,28799653	78,99065	74,28410418	40,30114815	52,60247644	74,66318011	61,0151003
PTET.51.1.G0170084	small ubiquitin-related modifier 2			1,28E-017	YES	Early peak	1575,100991	18872,96211	9627,923637	3311,367411	1432,935369	760,1148198	1576,649107	1573,552875	21797,27345	15948,65078	11177,29428	9192,669425	8513,807207	3812,778374	2809,956447	2147,051007	1735,218067	1038,734566	810,7378383	873,2632452	646,9663944
PTET.51.1.G0170085				5,49E-001	NO	none	74,09234909	67,13666609	66,89293149	55,14030912	67,52578587	60,0952564	73,06360708	75,1210911	74,14412204	60,12921013	66,75428213	69,06540021	64,85911214	68,89357223	41,38704601	57,17481611	42,76464084	125,634525	44,52916157	65,44238948	54,74812332
PTET.51.1.G0170086	phospholipid-transporting atpase id	GO:0006812	cation transport	1,04E-006	NO	none	265,7985072	147,1767635	184,3521829	150,3341177	215,8640238	214,0987693	263,3109701	268,2860443	140,6232992	153,7302279	179,8042135	197,6909013	175,5614338	144,3032399	156,3649955	224,5210901	200,7712015	210,268729	227,8950745	219,4561225	208,7414161
PTET.51.1.G0170087	probable methylcrotonoyl-coa carboxylase beta chain, mitochondrial			1,58E-020	YES	Early repression	1008,180154	221,783904	160,622057	196,2396643	239,1975059	235,7507628	992,8393291	1023,52098	220,8317429	222,7360652	167,5261361	153,3030253	161,0370097	223,6868833	168,7924453	317,0293115	176,8794365	211,2499653	251,6313104	206,8870271	264,6144985
